entry_id,conformer_id,species,status,failure_mode,cpu_model,record_sha256,initial_runner_walltime,scheduler_walltime_hours,scheduler_walltime_evidence_sha256,opt_electronic_energy_hartree,cosmo_solute_energy_hartree,cavity_volume_bohr3,cavity_volume_angstrom3,surface_sha256,archive_path,input_inchikey,perceived_inchikey,relative_opt_energy_kj_mol,raw_row_boltzmann_weight_298K,merged_into,unique_representative_boltzmann_weight_298K
pe__config_270,config_270,pe,converged,,AMD EPYC 7763 64-Core Processor,d02ee2d5cf3503533200118b2c426ebd776bb1da58190095d83093818f8e8e99,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.094762038081,-473.104412762092,1749.763943525,259.28826514063513,c948f9be48705d41f26a5dbdd9ce5cc90e129e26be91c61596098a77bbd1a2b7,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_270,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,13.72755936937911,0.0013008717498373486,,0.0021999171353867457
pe__config_2890,config_2890,pe,converged,,AMD EPYC 7763 64-Core Processor,3ce25970c68894fecb4634403f35a0c8ebd802e00f7d1ee245162ae38a4589de,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.094552075279,-473.104180887173,1750.183519515,259.35043988765995,1c3a31f6dc6979c8e8544d38b44836cebed24baba82d4623af0e7c76d7b60d37,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_2890,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,14.278816630305812,0.0010414978763505316,,0.0017612874020355327
pe__config_3190,config_3190,pe,converged,,AMD EPYC 7763 64-Core Processor,3d75de6a1887ede9208ff6b3a1affd7306a7683e94009780d08de799591ad144,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.09722514845,-473.106894190235,1750.964591934,259.46618287871945,f9d93b1143d0b52429ed51f3c2c04e0fa0f0c7a95f098c95e026453ffa4b0dee,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_3190,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,7.260663983626842,0.01766792459816778,,0.029878402751916208
pe__config_3410,config_3410,pe,converged,,AMD EPYC 7763 64-Core Processor,775c1908e941c56b4da25f15b830bc24a02538ca90fcfd18dd74d2dd55f97631,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.099990589311,-473.109760436427,1762.837613897,261.2255832127788,da615b8739fef93a20d28cdc0e443cb019fba0de2bc38da24976ddb52478bddf,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_3410,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,0.0,0.3305208291891626,,0.5589470567151512
pe__config_4140,config_4140,pe,converged,,AMD EPYC 7763 64-Core Processor,c19005eb367d5922122ba8dc5a4c95ed52ab2f24b050a26512c059e8eed8164d,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.098546259391,-473.108272120244,1751.791889915,259.58877579134725,b9fc4ab26b518e95c6feea51e11facfcb73ac8222ee4b285f2e8a039eea45842,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_4140,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,3.7920876842266797,0.0715902393024406,pe__config_4170,0.0
pe__config_4170,config_4170,pe,converged,,AMD EPYC 7763 64-Core Processor,8be231b431cd35308dad18378901955e2a1a2b76db055d60350cb9c86057548d,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.098546260138,-473.108272114767,1751.791854674,259.58877056916987,ebb25ded07e9ce82bac983377a37bb4a2db8eab568765dad1d5c0f8552358cc0,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_4170,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,3.79208572303262,0.07159029594013376,,0.12106706044296849
pe__config_4300,config_4300,pe,converged,,AMD EPYC 7763 64-Core Processor,521ee30ebe3db4303c1376945f65c0d4fa8468115a43d227f46e3b6498acb346,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.098625091521,-473.108357543931,1754.361969778,259.96962233434306,89b21db91f6131aa2fdc5ef9d1e152306f9b8fa9b16ec1fe0be8fe31b0ff09ee,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_4300,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,3.585113955367705,0.07782408847022072,,0.13160908889973133
pe__config_5010,config_5010,pe,converged,,AMD EPYC 7763 64-Core Processor,c6da2ef5adf280f340957f108dea22eca1f7697b931f538aa360eb3d8f7c1e5e,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.093410854196,-473.10305877795,1752.345695857,259.670841365082,f3524598d976e84c0215d9abf080d9e60e5a30050e4490974045e324549173da,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_5010,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,17.275092172297246,0.0003109808344603192,,0.000525902777573319
pe__config_6040,config_6040,pe,converged,,AMD EPYC 7763 64-Core Processor,c33c44c5e68567b5c45501585812082cf8cb050dea25bfcf6027897f298429fc,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.099990588325,-473.109760447003,1762.737909039,261.2108084771623,e8f6ccdbad5d898091ae08060169f4d4f7533dc2c06f8df73007c2ae234536cd,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_6040,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,2.5887582493407048e-06,0.33052048402865103,pe__config_3410,0.0
pe__config_6210,config_6210,pe,converged,,AMD EPYC 7763 64-Core Processor,89f8c9640c7697706e40d67dc2e274044aef9c9c302f829c10f7ce5595ba6aff,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.097190109433,-473.106895710393,1752.709889698,259.72480932433575,7ad6b16fbc72dcfcd3a961ad972b323812ba11ccf281a272863e3c639d430ff9,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_6210,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,7.352658910146361,0.017024278814158522,,0.0287899269743936
pe__config_7260,config_7260,pe,converged,,AMD EPYC 7763 64-Core Processor,f67d64ed03fe52ea77b1419445668a69a5e462b7c1105559b9e91a22bc8b5710,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.097247508145,-473.106946831294,1752.013914171,259.62167639166563,f10d7218191da68306609d307e9378f8aee5fee289941a9e5867d21fbf3263e8,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_7260,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,7.2019586123664245,0.018091320737402796,,0.03059441216781456
pe__config_7520,config_7520,pe,converged,,AMD EPYC 7763 64-Core Processor,ade07b570e30095f58b694d729bab675424313e71049feb4282f0ebfa7d4b2cb,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.095925773775,-473.105628621546,1752.976337843,259.7642928658287,0d67e4230e32c7e1b9c1d739c23c33a0789be69d4e0c0e28ccbb05205ec74c90,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_7520,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,10.67217172438827,0.004461852806176948,,0.007545483592144566
pe__config_7530,config_7530,pe,converged,,AMD EPYC 7763 64-Core Processor,4169ffeda3e3347c7d5f07acce6a845558b634a1de50256d45b962a2303eafd2,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.095925741737,-473.105628676867,1752.984360106,259.7654816425568,558fb1b2f1de9bb9d926502ecc6849424c9cd732d77d88d49a75a806cf5a04f8,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_7530,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,10.672255840077591,0.004461701409661191,pe__config_7520,0.0
pe__config_7570,config_7570,pe,converged,,AMD EPYC 7763 64-Core Processor,672b45f63ce36b2645fdd20a2a93f7e7d9445b62737304f47d196b4d2ac57897,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.093263512581,-473.102934285049,1749.553303207,259.2570514658849,6acb4c102995e421a5dc63117e4ba0d82dee2ac4666aa6a424d621a5cae042a3,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_7570,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,17.66193752933555,0.0002660487667857681,,0.00044991771169886904
pe__config_7700,config_7700,pe,converged,,AMD EPYC 7763 64-Core Processor,1ed0a153f3bc2c03e314138f14439de9c4d6384b1f123558d677a9e678fe2831,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.094585110216,-473.104230014767,1748.723585232,259.1340999471444,6b3abcf8f9551844f88a43d7b06e9ea4342aff127558a3a05b8b5d06d3d1f539,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_7700,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,14.192083415222,0.0010785825522410858,,0.0018240016657299317
pe__config_800,config_800,pe,converged,,AMD EPYC 7763 64-Core Processor,3ff559568a56e77c88c20780e283a7cc917f00eb0da7a4d7a48506b4bf922c55,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.091770123428,-473.101356765827,1744.604255897,258.5236783181198,2877792a9460c3b7b51f3cd9a87277a43de28095b454c3a93c93a15a86f4faad,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_800,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,21.582830212246378,5.470796636238344e-05,,9.251718523199316e-05
pe__config_840,config_840,pe,converged,,AMD EPYC 7763 64-Core Processor,dda0e89ba7e554a172e1123022e6263e767a2c5f5672940bf08569b5641c487b,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.093149452595,-473.102804748551,1753.560502271,259.8508571030525,19a928b4f800503e17adc53caea1f0cea73128cb7bf082234d34e4166811ffb6,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_840,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,17.96140198146726,0.0002357747798499552,,0.000398721071734248
pe__config_8780,config_8780,pe,converged,,AMD EPYC 7763 64-Core Processor,17ec746262c989cdf24a7f11e55729cae4a8f276cce8ce9ffe2e6c80c137ee4c,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.095973494111,-473.10563026785,1750.691865391,259.42576897463033,83da7eb5d1056540b30678985179d4d23934ca96eaf7ccf813d4aee6af12d022,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_8780,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,10.546881999426507,0.004693156636237512,,0.007936643796288013
pe__config_9140,config_9140,pe,converged,,AMD EPYC 7763 64-Core Processor,bec3da480e9b90e5d6f0640d86e3b862842c5dcadf6b3d4340c2af61e16e541a,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.09718834159,-473.106877773325,1753.611517633,259.8584167997518,a5850eb99be585c13740fda1235ac11424857374c80d655a09daac61b25b139a,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_9140,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,7.357300381163243,0.016992433256701144,,0.028736072635912355
pe__config_9790,config_9790,pe,converged,,AMD EPYC 7763 64-Core Processor,79cb751a3f6679c8eb34542ac640af521c622d9b5a164a08b5ecde28a0c33b31,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.095767389405,-473.105446829239,1750.198559353,259.3526685617148,842f166b8d0d795dff522bd0de791f205dbbc6d3e7e44d6d6b79185c62578e92,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_9790,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,11.088009830637809,0.0037727980137514643,,0.0063802161895226625
pe__config_9860,config_9860,pe,converged,,AMD EPYC 7763 64-Core Processor,c1c7786f0bc8893b8377e0fdc6ca302ccdc55501b0c9d5b4a49e17e7016c5f42,72:00:00,3,abd9271b9b143a236e2f2fe73210a324659591ca9824aaad84370b48303f4a39,-473.092095433636,-473.101733775607,1749.161588527,259.1990053390441,4b354828051c90c5bd26b78fb37ec553557a865dc494b4dbba83eb138d4c4685,/mnt/r/plastchem-euler/polymer-v1/results/pe__config_9860,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,20.72872837831634,7.721163317406387e-05,,0.00013057335966597537
